Protocol,Time,Source IP,Desination IP,Source Port,Destination Port,Time to Live,Length,Fragments,Flags
6,1429800854,2886753021,173693690,443,41961,62,60,0,18
6,1429800856,2886753021,173693690,443,43095,62,60,0,18
6,1429800857,2886753021,173693690,443,44625,62,60,0,18
6,1429800858,2886753021,173693690,443,46602,62,60,0,18
6,1429800860,2886753021,173693690,443,48547,62,60,0,18
6,1429800938,2886753021,173693690,443,50915,62,60,0,18
6,1429800939,2886753021,173693690,22,49938,62,60,0,18
6,1429800940,2886753021,173693690,443,59474,62,60,0,18
6,1429800942,2886753021,173693690,443,59676,62,60,0,18
6,1429800943,2886753021,173693690,443,59835,62,60,0,18
6,1429800944,2886753021,173693690,443,60026,62,60,0,18
6,1429800946,2886753021,173693690,443,60614,62,60,0,18
6,1429800947,2886753021,173693690,443,33216,62,60,0,18
6,1429800948,2886753021,173693690,443,34402,62,60,0,18
6,1429800949,2886753021,173693690,443,35798,62,60,0,18
6,1429800951,2886753021,173693690,443,37446,62,60,0,18
6,1429800952,2886753021,173693690,5678,42637,62,40,0,18
6,1429800952,2886753021,173693690,2126,58127,62,40,0,18
6,1429800953,2886753021,173693690,443,40748,62,60,0,18
6,1429800954,2886753021,173693690,443,41883,62,60,0,18
6,1429800956,2886753021,173693690,443,41961,62,60,0,18
6,1429800957,2886753021,173693690,443,42093,62,60,0,18
6,1429800958,2886753021,173693690,443,42529,62,60,0,18
6,1429800959,2886753021,173693690,444,36450,62,60,0,18
6,1429800960,2886753021,173693690,514,53677,62,44,0,18
6,1429800961,2886753021,173693690,443,44677,62,60,0,18
6,1429800962,2886753021,173693690,443,45494,62,60,0,18
6,1429801041,2886753021,173693690,443,48155,62,60,0,18
6,1429801043,2886753021,173693690,22,54396,62,60,0,18
6,1429801043,2886753021,173693690,443,56002,62,60,0,18
6,1429801045,2886753021,173693690,443,56234,62,60,0,18
6,1429801046,2886753021,173693690,443,56427,62,60,0,18
6,1429801047,2886753021,173693690,443,56771,62,60,0,18
6,1429801049,2886753021,173693690,443,57500,62,60,0,18
6,1429801050,2886753021,173693690,443,58533,62,60,0,18
6,1429801051,2886753021,173693690,443,59876,62,60,0,18
6,1429801054,2886753021,173693690,444,56454,62,60,0,18
6,1429801055,2886753021,173693690,443,36676,62,60,0,18
6,1429801056,2886753021,173693690,443,39287,62,60,0,18
6,1429801058,2886753021,173693690,443,40547,62,60,0,18
6,1429801060,2886753021,173693690,443,41045,62,60,0,18
6,1429801140,2886753021,173693690,443,44175,62,60,0,18
6,1429801141,2886753021,173693690,22,43644,62,60,0,18
6,1429801142,2886753021,173693690,443,52715,62,60,0,18
6,1429801144,2886753021,173693690,443,53065,62,60,0,18
6,1429801145,2886753021,173693690,443,53165,62,60,0,18
6,1429801147,2886753021,173693690,443,53434,62,60,0,18
6,1429801148,2886753021,173693690,443,54132,62,60,0,18
6,1429801149,2886753021,173693690,443,55449,62,60,0,18
6,1429801150,2886753021,173693690,443,56915,62,60,0,18
6,1429801152,2886753021,173693690,443,58979,62,60,0,18
6,1429801153,2886753021,173693690,514,41987,62,44,0,18
6,1429801155,2886753021,173693690,444,58230,62,60,0,18
6,1429801239,2886753021,173693690,443,42377,62,60,0,18
6,1429801241,2886753021,173693690,22,48947,62,60,0,18
6,1429801241,2886753021,173693690,443,50557,62,60,0,18
6,1429801242,2886753021,173693690,443,50809,62,60,0,18
6,1429801244,2886753021,173693690,443,50936,62,60,0,18
6,1429801245,2886753021,173693690,443,51077,62,60,0,18
6,1429801246,2886753021,173693690,443,51600,62,60,0,18
6,1429801248,2886753021,173693690,443,52548,62,60,0,18
6,1429801248,2886753021,173693690,514,34538,62,44,0,18
6,1429801249,2886753021,173693690,443,54016,62,60,0,18
6,1429801250,2886753021,173693690,443,55736,62,60,0,18
6,1429801251,2886753021,173693690,444,50226,62,60,0,18
6,1429801252,2886753021,173693690,443,57529,62,60,0,18
6,1429801253,2886753021,173693690,443,58343,62,60,0,18
6,1429801255,2886753021,173693690,443,59544,62,60,0,18
6,1429801256,2886753021,173693690,443,32986,62,60,0,18
6,1429801257,2886753021,173693690,443,33919,62,60,0,18
6,1429801259,2886753021,173693690,443,34479,62,60,0,18
6,1429801260,2886753021,173693690,443,35492,62,60,0,18
6,1429801261,2886753021,173693690,443,36974,62,60,0,18
6,1429801262,2886753021,173693690,443,37446,62,60,0,18
6,1429801338,2886753021,173693690,443,39764,62,60,0,18
6,1429801339,2886753021,173693690,443,40283,62,60,0,18
6,1429801340,2886753021,173693690,22,46088,62,60,0,18
6,1429801342,2886753021,173693690,443,47995,62,60,0,18
6,1429801343,2886753021,173693690,443,48054,62,60,0,18
6,1429801344,2886753021,173693690,443,48131,62,60,0,18
6,1429801346,2886753021,173693690,443,48514,62,60,0,18
6,1429801347,2886753021,173693690,443,49336,62,60,0,18
6,1429801347,2886753021,173693690,514,59673,62,44,0,18
6,1429801349,2886753021,173693690,443,50792,62,60,0,18
6,1429801350,2886753021,173693690,443,52434,62,60,0,18
6,1429801351,2886753021,173693690,443,54192,62,60,0,18
6,1429801352,2886753021,173693690,443,56001,62,60,0,18
6,1429801354,2886753021,173693690,443,58043,62,60,0,18
6,1429801355,2886753021,173693690,443,58485,62,60,0,18
6,1429801356,2886753021,173693690,443,58962,62,60,0,18
6,1429801358,2886753021,173693690,443,60006,62,60,0,18
6,1429801359,2886753021,173693690,444,54498,62,60,0,18
6,1429801360,2886753021,173693690,443,33892,62,60,0,18
6,1429801443,2886753021,173693690,443,37333,62,60,0,18
6,1429801444,2886753021,173693690,443,37556,62,60,0,18
6,1429801445,2886753021,173693690,22,43522,62,60,0,18
6,1429801446,2886753021,173693690,443,45365,62,60,0,18
6,1429801447,2886753021,173693690,443,45518,62,60,0,18
6,1429801449,2886753021,173693690,443,45840,62,60,0,18
6,1429801450,2886753021,173693690,443,46565,62,60,0,18
6,1429801451,2886753021,173693690,443,47567,62,60,0,18
6,1429801453,2886753021,173693690,443,48878,62,60,0,18
6,1429801454,2886753021,173693690,443,50712,62,60,0,18
6,1429801455,2886753021,173693690,2100,43054,62,40,0,18
6,1429801456,2886753021,173693690,443,54758,62,60,0,18
6,1429801457,2886753021,173693690,443,56900,62,60,0,18
6,1429801459,2886753021,173693690,443,57715,62,60,0,18
6,1429801460,2886753021,173693690,514,40518,62,44,0,18
6,1429801461,2886753021,173693690,444,53372,62,60,0,18
6,1429801538,2886753021,173693690,443,33276,62,60,0,18
6,1429801541,2886753021,173693690,22,40672,62,60,0,18
6,1429801542,2886753021,173693690,443,42565,62,60,0,18
6,1429801543,2886753021,173693690,443,42662,62,60,0,18
6,1429801544,2886753021,173693690,443,43348,62,60,0,18
6,1429801545,2886753021,173693690,444,37399,62,60,0,18
6,1429801546,2886753021,173693690,443,44533,62,60,0,18
6,1429801548,2886753021,173693690,443,44709,62,60,0,18
6,1429801549,2886753021,173693690,443,45058,62,60,0,18
6,1429801550,2886753021,173693690,443,45393,62,60,0,18
6,1429801551,2886753021,173693690,443,45582,62,60,0,18
6,1429801553,2886753021,173693690,443,46422,62,60,0,18
6,1429801554,2886753021,173693690,443,47792,62,60,0,18
6,1429801555,2886753021,173693690,443,48887,62,60,0,18
6,1429801557,2886753021,173693690,443,49416,62,60,0,18
6,1429801558,2886753021,173693690,443,50687,62,60,0,18
6,1429801559,2886753021,173693690,443,52549,62,60,0,18
6,1429801560,2886753021,173693690,443,54461,62,60,0,18
6,1429801562,2886753021,173693690,443,55166,62,60,0,18
6,1429801562,2886753021,173693690,514,37206,62,44,0,18
6,1429801638,2886753021,173693690,443,57922,62,60,0,18
6,1429801639,2886753021,173693690,22,56950,62,60,0,18
6,1429801640,2886753021,173693690,443,37905,62,60,0,18
6,1429801642,2886753021,173693690,443,38255,62,60,0,18
6,1429801642,2886753021,173693690,443,38269,62,60,0,18
6,1429801644,2886753021,173693690,443,38423,62,60,0,18
6,1429801645,2886753021,173693690,443,38955,62,60,0,18
6,1429801646,2886753021,173693690,443,39873,62,60,0,18
6,1429801648,2886753021,173693690,443,41172,62,60,0,18
6,1429801649,2886753021,173693690,443,42723,62,60,0,18
6,1429801649,2886753021,173693690,444,36540,62,60,0,18
6,1429801650,2886753021,173693690,443,44647,62,60,0,18
6,1429801652,2886753021,173693690,443,47196,62,60,0,18
6,1429801653,2886753021,173693690,443,49817,62,60,0,18
6,1429801654,2886753021,173693690,443,50516,62,60,0,18
6,1429801655,2886753021,173693690,514,60896,62,44,0,18
6,1429801656,2886753021,173693690,443,52281,62,60,0,18
6,1429801734,2886753021,173693690,443,54491,62,60,0,18
6,1429801735,2886753021,173693690,443,55586,62,60,0,18
6,1429801736,2886753021,173693690,22,54396,62,60,0,18
6,1429801737,2886753021,173693690,443,33344,62,60,0,18
6,1429801738,2886753021,173693690,443,33611,62,60,0,18
6,1429801741,2886753021,173693690,443,33858,62,60,0,18
6,1429801742,2886753021,173693690,443,34406,62,60,0,18
6,1429801743,2886753021,173693690,443,35448,62,60,0,18
6,1429801745,2886753021,173693690,443,36807,62,60,0,18
6,1429801746,2886753021,173693690,443,38084,62,60,0,18
6,1429801746,2886753021,173693690,514,48383,62,44,0,18
6,1429801747,2886753021,173693690,443,39575,62,60,0,18
6,1429801749,2886753021,173693690,443,40384,62,60,0,18
6,1429801750,2886753021,173693690,443,41940,62,60,0,18
6,1429801751,2886753021,173693690,443,43761,62,60,0,18
6,1429801752,2886753021,173693690,443,44927,62,60,0,18
6,1429801754,2886753021,173693690,443,45206,62,60,0,18
6,1429801755,2886753021,173693690,443,45585,62,60,0,18
6,1429801756,2886753021,173693690,443,46335,62,60,0,18
6,1429801758,2886753021,173693690,443,47540,62,60,0,18
6,1429801758,2886753021,173693690,444,41139,62,60,0,18
6,1429801759,2886753021,173693690,17,48391,62,40,0,18
6,1429801760,2886753021,173693690,443,49469,62,60,0,18
6,1429801761,2886753021,173693690,443,49748,62,60,0,18
6,1429801763,2886753021,173693690,443,49793,62,60,0,18
6,1429801764,2886753021,173693690,443,49836,62,60,0,18
6,1429801765,2886753021,173693690,443,49915,62,60,0,18
6,1429801767,2886753021,173693690,443,50007,62,60,0,18
6,1429801768,2886753021,173693690,443,50113,62,60,0,18
6,1429801769,2886753021,173693690,443,50232,62,60,0,18
6,1429801771,2886753021,173693690,443,50364,62,60,0,18
6,1429801772,2886753021,173693690,443,50509,62,60,0,18
1,1429800808,2886753021,175636512,??,??,62,84,0,
1,1429801110,2886753021,175636512,??,??,62,84,0,
1,1429801420,2886753021,175636512,??,??,62,84,0,
1,1429801730,2886753021,175636512,??,??,62,84,0,
6,1429801100,2886753021,175753235,22,61156,62,52,0,18
6,1429801100,2886753021,175753235,22,61156,62,81,0,24
6,1429801100,2886753021,175753235,22,61156,62,40,0,16
6,1429801100,2886753021,175753235,22,61156,62,1024,0,24
6,1429801101,2886753021,175753235,22,61156,62,40,0,16
6,1429801101,2886753021,175753235,22,61156,62,40,0,16
6,1429801101,2886753021,175753235,22,61156,62,888,0,24
6,1429801102,2886753021,175753235,22,61156,62,40,0,16
6,1429801106,2886753021,175753235,22,61156,62,40,0,16
6,1429801106,2886753021,175753235,22,61156,62,92,0,24
6,1429801108,2886753021,175753235,22,61156,62,40,0,16
6,1429801110,2886753021,175753235,22,61156,62,108,0,24
6,1429801111,2886753021,175753235,22,61424,62,52,0,18
6,1429801111,2886753021,175753235,22,61424,62,81,0,24
6,1429801111,2886753021,175753235,22,61424,62,40,0,16
6,1429801111,2886753021,175753235,22,61424,62,1024,0,24
6,1429801111,2886753021,175753235,22,61424,62,40,0,16
6,1429801112,2886753021,175753235,22,61424,62,40,0,16
6,1429801112,2886753021,175753235,22,61424,62,888,0,24
6,1429801115,2886753021,175753235,22,61424,62,40,0,16
6,1429801117,2886753021,175753235,22,61424,62,40,0,16
6,1429801117,2886753021,175753235,22,61424,62,92,0,24
6,1429801118,2886753021,175753235,22,61424,62,40,0,16
6,1429801120,2886753021,175753235,22,61424,62,108,0,24
6,1429801121,2886753021,175753235,22,61156,62,40,0,17
6,1429801123,2886753021,175753235,22,61837,62,52,0,18
6,1429801123,2886753021,175753235,22,61837,62,81,0,24
6,1429801123,2886753021,175753235,22,61837,62,40,0,16
6,1429801123,2886753021,175753235,22,61837,62,40,0,16
6,1429801123,2886753021,175753235,22,61837,62,1024,0,24
6,1429801123,2886753021,175753235,22,61837,62,888,0,24
6,1429801126,2886753021,175753235,22,61837,62,40,0,16
6,1429801128,2886753021,175753235,22,61837,62,40,0,16
6,1429801128,2886753021,175753235,22,61837,62,92,0,24
6,1429801129,2886753021,175753235,22,61837,62,40,0,16
6,1429801131,2886753021,175753235,22,61837,62,108,0,24
6,1429801133,2886753021,175753235,22,61424,62,40,0,17
6,1429801133,2886753021,175753235,22,62096,62,52,0,18
6,1429801133,2886753021,175753235,22,62096,62,81,0,24
6,1429801134,2886753021,175753235,22,62096,62,40,0,16
6,1429801134,2886753021,175753235,22,62096,62,1024,0,24
6,1429801134,2886753021,175753235,22,62096,62,40,0,16
6,1429801134,2886753021,175753235,22,62096,62,40,0,16
6,1429801134,2886753021,175753235,22,62096,62,888,0,24
6,1429801135,2886753021,175753235,22,62096,62,40,0,16
6,1429801135,2886753021,175753235,22,62096,62,40,0,16
6,1429801135,2886753021,175753235,22,62096,62,92,0,24
6,1429801135,2886753021,175753235,22,62096,62,40,0,16
6,1429801137,2886753021,175753235,22,62096,62,108,0,24
6,1429801138,2886753021,175753235,22,61837,62,40,0,17
6,1429801140,2886753021,175753235,22,62184,62,52,0,18
6,1429801140,2886753021,175753235,22,62184,62,81,0,24
6,1429801141,2886753021,175753235,22,62184,62,40,0,16
6,1429801141,2886753021,175753235,22,62184,62,1024,0,24
6,1429801141,2886753021,175753235,22,62184,62,40,0,16
6,1429801142,2886753021,175753235,22,62184,62,40,0,16
6,1429801142,2886753021,175753235,22,62184,62,888,0,24
6,1429801145,2886753021,175753235,22,62184,62,40,0,16
6,1429801146,2886753021,175753235,22,62184,62,40,0,16
6,1429801146,2886753021,175753235,22,62184,62,92,0,24
6,1429801146,2886753021,175753235,22,62184,62,40,0,16
6,1429801148,2886753021,175753235,22,62184,62,108,0,24
6,1429801151,2886753021,175753235,22,62096,62,40,0,17
6,1429801152,2886753021,175753235,22,62400,62,52,0,18
6,1429801152,2886753021,175753235,22,62400,62,81,0,24
6,1429801152,2886753021,175753235,22,62400,62,40,0,16
6,1429801152,2886753021,175753235,22,62400,62,1024,0,24
6,1429801152,2886753021,175753235,22,62400,62,40,0,16
6,1429801154,2886753021,175753235,22,62400,62,40,0,16
6,1429801154,2886753021,175753235,22,62400,62,888,0,24
6,1429801157,2886753021,175753235,22,62400,62,40,0,16
6,1429801158,2886753021,175753235,22,62400,62,40,0,16
6,1429801158,2886753021,175753235,22,62400,62,92,0,24
6,1429801158,2886753021,175753235,22,62400,62,40,0,16
6,1429801160,2886753021,175753235,22,62400,62,108,0,24
6,1429801163,2886753021,175753235,22,62184,62,40,0,17
6,1429801164,2886753021,175753235,22,62583,62,52,0,18
6,1429801164,2886753021,175753235,22,62583,62,81,0,24
6,1429801164,2886753021,175753235,22,62583,62,40,0,16
6,1429801164,2886753021,175753235,22,62583,62,1024,0,24
6,1429801164,2886753021,175753235,22,62583,62,40,0,16
6,1429801165,2886753021,175753235,22,62583,62,40,0,16
6,1429801165,2886753021,175753235,22,62583,62,888,0,24
6,1429801169,2886753021,175753235,22,62583,62,40,0,16
6,1429801170,2886753021,175753235,22,62583,62,40,0,16
6,1429801170,2886753021,175753235,22,62583,62,92,0,24
6,1429801170,2886753021,175753235,22,62583,62,40,0,16
6,1429801172,2886753021,175753235,22,62583,62,108,0,24
6,1429801174,2886753021,175753235,22,62400,62,40,0,17
6,1429801176,2886753021,175753235,22,62723,62,52,0,18
6,1429801176,2886753021,175753235,22,62723,62,81,0,24
6,1429801177,2886753021,175753235,22,62723,62,40,0,16
6,1429801177,2886753021,175753235,22,62723,62,1024,0,24
6,1429801177,2886753021,175753235,22,62723,62,40,0,16
6,1429801179,2886753021,175753235,22,62723,62,40,0,16
6,1429801179,2886753021,175753235,22,62723,62,888,0,24
6,1429801181,2886753021,175753235,22,62723,62,40,0,16
6,1429801186,2886753021,175753235,22,62723,62,40,0,16
6,1429801186,2886753021,175753235,22,62723,62,92,0,24
6,1429801186,2886753021,175753235,22,62723,62,40,0,16
6,1429801189,2886753021,175753235,22,62723,62,108,0,24
6,1429801192,2886753021,175753235,22,62583,62,40,0,17
6,1429801193,2886753021,175753235,22,62903,62,52,0,18
6,1429801193,2886753021,175753235,22,62903,62,81,0,24
6,1429801194,2886753021,175753235,22,62903,62,40,0,16
6,1429801194,2886753021,175753235,22,62903,62,1024,0,24
6,1429801194,2886753021,175753235,22,62903,62,40,0,16
6,1429801196,2886753021,175753235,22,62903,62,40,0,16
6,1429801196,2886753021,175753235,22,62903,62,888,0,24
6,1429801197,2886753021,175753235,22,62903,62,40,0,16
6,1429801198,2886753021,175753235,22,62903,62,40,0,16
6,1429801198,2886753021,175753235,22,62903,62,92,0,24
6,1429801198,2886753021,175753235,22,62903,62,40,0,16
6,1429801201,2886753021,175753235,22,62903,62,108,0,24
6,1429801204,2886753021,175753235,22,62723,62,40,0,17
6,1429801205,2886753021,175753235,22,63019,62,52,0,18
6,1429801205,2886753021,175753235,22,63019,62,81,0,24
6,1429801206,2886753021,175753235,22,63019,62,40,0,16
6,1429801206,2886753021,175753235,22,63019,62,1024,0,24
6,1429801206,2886753021,175753235,22,63019,62,40,0,16
6,1429801207,2886753021,175753235,22,63019,62,40,0,16
6,1429801207,2886753021,175753235,22,63019,62,888,0,24
6,1429801210,2886753021,175753235,22,63019,62,40,0,16
6,1429801215,2886753021,175753235,22,63019,62,40,0,16
6,1429801215,2886753021,175753235,22,63019,62,92,0,24
6,1429801215,2886753021,175753235,22,63019,62,40,0,16
6,1429801217,2886753021,175753235,22,63019,62,108,0,24
6,1429801217,2886753021,175753235,22,62903,62,40,0,17
6,1429801224,2886753021,175753235,22,63211,62,52,0,18
6,1429801224,2886753021,175753235,22,63211,62,81,0,24
6,1429801224,2886753021,175753235,22,63211,62,40,0,16
6,1429801224,2886753021,175753235,22,63211,62,1024,0,24
6,1429801227,2886753021,175753235,22,63211,62,40,0,16
6,1429801227,2886753021,175753235,22,63211,62,40,0,16
6,1429801227,2886753021,175753235,22,63211,62,888,0,24
6,1429801228,2886753021,175753235,22,63211,62,40,0,16
6,1429801229,2886753021,175753235,22,63211,62,40,0,16
6,1429801229,2886753021,175753235,22,63211,62,92,0,24
6,1429801229,2886753021,175753235,22,63211,62,40,0,16
6,1429801232,2886753021,175753235,22,63211,62,108,0,24
6,1429801234,2886753021,175753235,22,63019,62,40,0,17
6,1429801239,2886753021,175753235,22,63350,62,52,0,18
6,1429801239,2886753021,175753235,22,63350,62,81,0,24
6,1429801239,2886753021,175753235,22,63350,62,40,0,16
6,1429801239,2886753021,175753235,22,63350,62,1024,0,24
6,1429801239,2886753021,175753235,22,63350,62,40,0,16
6,1429801240,2886753021,175753235,22,63350,62,40,0,16
6,1429801240,2886753021,175753235,22,63350,62,888,0,24
6,1429801242,2886753021,175753235,22,63350,62,40,0,16
6,1429801242,2886753021,175753235,22,63350,62,40,0,16
6,1429801242,2886753021,175753235,22,63350,62,92,0,24
6,1429801243,2886753021,175753235,22,63350,62,40,0,16
6,1429801244,2886753021,175753235,22,63350,62,108,0,24
6,1429801246,2886753021,175753235,22,63211,62,40,0,17
6,1429801249,2886753021,175753235,22,63446,62,52,0,18
6,1429801249,2886753021,175753235,22,63446,62,81,0,24
6,1429801249,2886753021,175753235,22,63446,62,40,0,16
6,1429801249,2886753021,175753235,22,63446,62,1024,0,24
6,1429801249,2886753021,175753235,22,63446,62,40,0,16
6,1429801250,2886753021,175753235,22,63446,62,40,0,16
6,1429801250,2886753021,175753235,22,63446,62,888,0,24
6,1429801253,2886753021,175753235,22,63446,62,40,0,16
6,1429801254,2886753021,175753235,22,63446,62,40,0,16
6,1429801254,2886753021,175753235,22,63446,62,92,0,24
6,1429801254,2886753021,175753235,22,63446,62,40,0,16
6,1429801256,2886753021,175753235,22,63446,62,108,0,24
6,1429801260,2886753021,175753235,22,63350,62,40,0,17
6,1429801261,2886753021,175753235,22,63575,62,52,0,18
6,1429801261,2886753021,175753235,22,63575,62,81,0,24
6,1429801262,2886753021,175753235,22,63575,62,40,0,16
6,1429801262,2886753021,175753235,22,63575,62,1024,0,24
6,1429801262,2886753021,175753235,22,63575,62,40,0,16
6,1429801263,2886753021,175753235,22,63575,62,40,0,16
6,1429801263,2886753021,175753235,22,63575,62,888,0,24
6,1429801265,2886753021,175753235,22,63575,62,40,0,16
